,品目,,出し方,出し方のポイント等
は,花台(金属製),,小さな金属類,30cm以上のものは粗大ごみへ
は,花台(陶器製),,燃えないごみ,50cm以上のものは粗大ごみへ
は,花台(木製),,燃やすごみ,50cm以上のものは粗大ごみへ
は,花火,,燃やすごみ,未使用のものは水に濡らして
は,花火の外包装(プラスチック製),,プラスチック製容器包装,
は,花火の中台紙,,古紙(雑誌・その他の紙）,
は,花札(紙製),,古紙(雑誌・その他の紙）,プラスチック製のもの(本体・ケース)は燃やすごみへ
は,幅木,,燃やすごみ,50㎝以上は粗大ごみへ
は,歯ブラシ,,燃やすごみ,
は,歯ブラシ入れ,,燃やすごみ,
は,歯ブラシスタンド,,燃やすごみ,金属製のものは小さな金属類へ
は,歯ブラシの外包装(紙部分),,古紙(雑誌・その他の紙）,
は,歯ブラシの外包装(プラスチック部分),,プラスチック製容器包装,
は,破魔弓,,粗大ごみ,50cm未満のものは燃やすごみへ
は,歯磨き粉のチューブ容器,,プラスチック製容器包装,中身を使い切って プラマークを確認
は,ハム・ベーコン等の包装フィルム,,プラスチック製容器包装,
は,腹帯,,燃やすごみ,
は,針,,小さな金属類,新聞紙等に包み品名を表示する
は,鍼(はり),,小さな金属類,新聞紙等に包み品名を表示
は,針金,,小さな金属類,
は,針山,,燃やすごみ,
は,ハンカチ,,古布,洗濯して乾かしてから
は,ハンガーカバー,,燃やすごみ,
は,ハンガー(金属製),,小さな金属類,30㎝以上の場合は粗大ごみ
は,ハンガーケース,,燃やすごみ,畳んで50cm以上のものは粗大ごみへ
は,ハンガーパイプ,,粗大ごみ,
は,ハンガーフック(壁かけハンガー),,粗大ごみ,主な素材が金属製で30㎝未満のものは小さな金属類へ、金属製以外のもので50㎝未満のものは燃やすごみへ
は,ハンガー(プラスチック製・木製),,燃やすごみ,外すことができない部分(金属など)はそのまま出すことが出来ます
は,飯ごう,,小さな金属類,
は,半紙,,古紙(雑誌・その他の紙）,使用した物も対象
は,反射板,,燃やすごみ,
は,はんだ,,小さな金属類,
は,ハンディーカラオケ,,燃やすごみ,金属製のものは小さな金属類へ
は,ハンディシーラー,,燃やすごみ,
は,ハンディミシン,◎,燃やすごみ,充電式ものは充電池を抜いて。充電池は回収協力店へ。充電池を取り外せないものは、他の燃やすごみとは別の袋で出す。 金属製のものは小さな金属類へ。
は,ハンディモップ,,燃やすごみ,50㎝を超えるものは粗大ごみへ。金属製は30㎝未満は小さな金属類へ、30㎝以上のものは粗大ごみへ。
は,半斗缶(食品が入っていたもの),,缶・びん・ペットボトル,食品以外が入っていたものは小さな金属類へ
は,ハンドグリップ,,燃やすごみ,グリップ部分が金属製の場合は小さな金属類へ
は,ハンドソープ容器,,プラスチック製容器包装,
は,ハンドマッサージ機,,燃やすごみ,金属製で30㎝未満のものは小さな金属類へ
は,ハンドルカバー,,燃やすごみ,
は,ハンドルロック,,小さな金属類,30㎝以上のものは粗大ごみへ
は,ハンドレスト,,燃やすごみ,
は,ハンモック,,燃やすごみ,畳んで50cm以上のものは粗大ごみへ
は,ハーネス,,燃やすごみ,
は,ハーバリウム,,燃やすごみ,ガラス製のボトルは燃えないごみ。プラスチック製のボトルは燃やすごみ。オイルは紙などに染み込ませるか固めて燃やすごみ。
は,ハーブ,,燃やすごみ,
は,ハーモニカ,,小さな金属類,
は,バイオリンケース,,粗大ごみ,
は,バイクカバー,,燃やすごみ,
は,バイクシート,,燃やすごみ,50cm以上のものは粗大ごみへ
は,バイクスクリーン,,粗大ごみ,50cm未満のものは燃やすごみへ
は,バイクタンク,,粗大ごみ,
は,バイクハンドル(金属製),,粗大ごみ,30cm以上のものは粗大ごみへ。
は,バイクハンドル(プラスチック製),,燃やすごみ,50cm以上のものは粗大ごみへ。
は,バイクボックス,,燃やすごみ,一番長い辺が50cm以上のもは、粗大ごみへ。金属製のものは30㎝以上は粗大ごみ、30㎝未満は小さな金属類へ
は,バイクロック,,小さな金属類,30cm以上のものは粗大ごみへ
は,バインダー,,燃やすごみ,金属部分は分離可能であれば小さな金属類へ
は,バウンサー,,粗大ごみ,
は,バギーボード,,粗大ごみ,50cm未満のものは燃やすごみへ
は,爆竹,,燃やすごみ,未使用のものは水にぬらして
は,バグフィルター(掃除機),,燃やすごみ,
は,馬具(金属製),,小さな金属類,30cm以上のものは粗大ごみへ
は,馬具(木製・革製),,燃やすごみ,50cm以上のものは粗大ごみへ
は,バケツ型洗濯機,,燃やすごみ,50㎝以上のものは粗大ごみへ。 排水機能があるものは家電リサイクルの対象です
は,バケツ(金属製),,小さな金属類,30cm以上のものは粗大ごみへ
は,バケツ(プラスチック製),,燃やすごみ,50㎝以上のものは粗大ごみへ
は,ポリバケツ(プラスチック製),,燃やすごみ,「廃棄します」「ごみです」等明示する。50㎝以上のものは粗大ごみへ
は,バスケットゴール,,粗大ごみ,
は,バスタブ,,粗大ごみ,
は,バスポリッシャー,,燃やすごみ,50cm以上のものは粗大ごみへ
は,バスポンプ,,燃やすごみ,
は,バスリリー,,燃やすごみ,
は,バスローブ,,古布,洗濯して乾かしてから
は,バターケース(容器だけを購入した物で、木製・プラスチック製),,燃やすごみ,陶器製のものは燃えないごみへ プラスチック製でバター(中身)と一緒に購入したものはプラスチック製容器包装へ
は,バター・チーズの包み紙(銀紙・アルミ箔),,燃やすごみ,
は,バターナイフ(金属製),,小さな金属類,木製・プラスチック製のものは燃やすごみへ
は,ばち(打楽器),,燃やすごみ,
は,バックハンガー(金属製),,小さな金属類,
は,バックハンガー(プラスチック製),,燃やすごみ,
は,バックル(ベルトの金具),,小さな金属類,
は,バックレスト,,小さな金属類,30cm以上は粗大ごみへ
は,バッグ,,燃やすごみ,50cm以上のものは粗大ごみへ
は,バッグキャリア,,粗大ごみ,30cm未満のものは小さな金属類へ
は,バッググリップ,,燃やすごみ,金属製のものは小さな金属類へ
は,バッグ・かばんのひも,,燃やすごみ,
は,バッテリー(防災用・車など),,販売店へ相談,収集車の火災の原因となるため、集積場所に出さないでください。
は,バッテリースターター,,販売店へ相談,
は,バッテリーチェッカー,,燃やすごみ,
は,バッテリー電解液(希硫酸),,販売店へ相談,補充液(成分が蒸留水・精製水のもの)は下水に流す
は,バット(金属製:調理用),,小さな金属類,30cm以上のものは粗大ごみへ
は,バットケース(布製),,燃やすごみ,木製で50cm以上のものは粗大ごみへ
は,バット(スポーツ用品),,粗大ごみ,
は,バトン(スポーツ用:金属製),,粗大ごみ,30cm未満のものは小さな金属類へ
は,バトン(スポーツ用:プラスチック製),,燃やすごみ,50cm以上のものは粗大ごみへ
は,バドミントンシャトル,,燃やすごみ,
は,バドミントンラケット,,粗大ごみ,
は,バナナスタンド(木・プラスチック製),,燃やすごみ,
は,バナナスタンド(金属製),,小さな金属類,30cm以上のものは粗大ごみへ
は,ばね,,小さな金属類,
は,バランスボール,,燃やすごみ,
は,バリカン(金属製),,小さな金属類,プラスチック製のものは燃やすごみへ。
は,バルコニータイル,,粗大ごみ,金属製で30㎝未満のものは小さな金属類へ 金属製以外のもので50㎝未満のものは燃やすごみへ
は,バルブ,,小さな金属類,
は,バレン,,燃やすごみ,
は,絆創膏,,燃やすごみ,
は,バンダナ,,古布,
は,バーコードリーダー,◎,燃やすごみ,充電式ものは充電池を抜いて。充電池は回収協力店へ。充電池を取り外せないものは、他の燃やすごみとは別の袋で出す。
は,バードリング(布製・プラスチック製),,燃やすごみ,金属製のものは小さな金属類へ
は,バーナーキャップ(ガスコンロ),,小さな金属類,
は,バーベキュー網,,粗大ごみ,30cm未満のものは小さな金属類へ
は,バーベキューグリル,,粗大ごみ,
は,バーベキューテーブル,,粗大ごみ,
は,バーベル,,小さな金属類,30cm以上のものは粗大ごみへ
は,バール,,小さな金属類,30cm以上のものは粗大ごみへ
は,パイプ掃除用ブラシ,,小さな金属類,丸めて30㎝以上のものは粗大ごみへ
は,パイプ継手(プラスチック製),,燃やすごみ,
は,パイプ継手(金属製),,小さな金属類,30cm以上のものは粗大ごみへ
は,パイプハンガー,,粗大ごみ,
は,パイプフード,,小さな金属類,樹脂製は燃やすごみへ
は,パイプ(たばこ),,燃やすごみ,金属製のものは小さな金属類へ
は,パイポ,,燃やすごみ,
は,パイロットランプ,,燃やすごみ,
は,パスタポット(プラスチック製),,燃やすごみ,ガラス製のものは燃えないごみへ 金属製の部品は小さな金属類へ
は,パスタポット(金属製),,粗大ごみ,30cm未満のものは小さな金属類へ
は,パスタマシン,,小さな金属類,30cm以上のものは粗大ごみへ
は,パステル,,燃やすごみ,
は,パスポート,,古紙(雑誌・その他の紙）,都道府県のパスポートセンターで所定の失効手続き(穴あけ)を経たもの
は,パスワード生成機(トークン),◎,燃やすごみ,
は,パズル,,古紙(雑誌・その他の紙）,木製・プラスチック製のものは燃やすごみへ
は,パソコン,◎,パソコンリサイクル,自作パソコンの廃棄、またはメーカーが分からない場合などは、 一般社団法人パソコン3R推進協会 へ
は,パソコン周辺機器(金属製),◎,小さな金属類,30cm以上のものは粗大ごみへ
は,パソコン周辺機器(プラスチック製),◎,燃やすごみ,50cm以上のものは粗大ごみへ
は,パソコンスタンド,,粗大ごみ,金属製で30cm未満のものは小さな金属類へ
は,パソコンソフト,,燃やすごみ,外箱(紙製)は古紙へ
